Word (in Normal Form), Descents
cababacabacb,c
cabbacabba,ac
bcbbabacabacbb,bc
cbacbacbacabacacaba,bc
cabbabacabacaba,c
abacabacbbab,ab
acababacabacab,ac
cabcabcabacabacabac,c
abcabcabcababa,a
abcabacababacab,a
abbabacba,ab
baccabacacaba,ab
abcabacabacabacabacba,a
ccbcabaca,bc
bacacabacabacacab,b
cabbacc,c
bcabcabbacabb,bc
bacabacababacabaca,b
cacabacacabac,ac
cbacacbacac,bc
abcabacbabaca,a
abcabbbab,a
abcabacbbaba,a
bbabacabbabaca,ab
cabcabcabcabcabcabcabc,c
bcabacbabacab,bc
accababacaba,a
bacbacababacabac,ab
bcacabacabacab,b
bacbacabacabacabacab,ab
abbabacacb,ab
acbaccabacabacabacaba,ac
abacabacabacabacabacab,ab
bbcacb,abc
cbacbacabacabacababac,c
abacbacab,ab
bacabacabacabb,b
abacbbabaca,ab
bcabbacac,b
baccabacacabacaba,ab
bacbacbacbacabacacaba,ab
acabacabacabacacbb,ac
acabca,ac
abacbabacb,ab
cbabacba,c
bcabcabcabacababaca,bc
cabacacababacab,c
cabbacababac,ac
bacabacababacabacaba,b
bacabacacabacb,b
cabbacacba,ac
accbacabacb,a
bacbacacbac,ab
bcabbacacaba,b
cbaccacaba,bc
bacabacbacaba,b
cabcabcabacabacabacb,c
abcabacabacaca,a
cbacbaccbacab,bc
bbacacabac,abc
babacabacabacba,ab
bcabbbba,b
accbabacab,a
acbaccabacabacab,ac
cbacabacababaca,bc
acbacbabacaba,a
cabcabcababa,c
cbaccabacabba,c
acbacabacabacabacababa,a
acbaccababac,ac
abcabcabcabacabac,a
abcabbabacb,a
bacbaccaca,ab
cabcabcabcabacba,ac
bbacacabaca,abc
cbacbabacabacabacab,bc
ababacbbba,ab
acbacbbbac,a
babb,ab
ccbacbb,bc
cbaccabacba,c
cabcabbacabacab,c
cbacacababacabaca,bc
abcabcbbb,ab
cbacbacbaccabacaba,c
bbacbacac,ab
acabacacababa,ac
acbacbacbacacbb,a
bcbabacabacacb,bc
cbacabacacabacac,bc
abcbbabac,a
acbaccbaca,ac
cbacacababac,bc
cccabaca,c
bacbacbabaca,ab
bcabacacababaca,bc
cbacacabbb,bc
cbacacbba,bc
cbacbacbacbacac,c
cabacbac,c
abcabcabacabacabacab,ab
ccbbab,abc
cbacbacbacacba,bc
cbacbacbacbacbba,c
cacabacabacaba,ac
acacbab,ac
bacacbbb,b
cababacacabb,c
bbbacabac,b
abbacabacacba,a
bacbaccacabacaba,ab
cbbbb,c
bcabcbacabba,b
bacbacbacabacb,b
cabacabacabacabacabaca,c
cbacbacacabacabac,c
bbacabacabab,abc
abcabcabacabacabac,ab
bacbacabacababa,ab
abacabacabacbb,ab
ccababacabac,abc
abacabacababacabacb,ab
cbabacabacabaca,c
bcababacabacaca,bc
accbacaba,a
abcababacabab,a
bbacabacacab,abc
cabacabacacabacbb,c
bbacababac,abc
bacacababacabac,b
bcabcacabac,bc
bbacabacabac,abc
accacabacac,ac
bacbacabacabacaba,ab
bbbacaba,b
bcababacac,bc
bcabacbbb,bc
accabacabacabacab,a
bcabcbacaba,b
abacbabacaba,ab
cbabacabacabacabacaba,c
cbacacabacbb,bc
bacbacabacababac,ab
abcabacabacabacba,a
cccabacabacb,c
acbacabacabacabb,a
cccbbbb,c
bcabacabacabacbba,bc
bbacbaba,abc
cabcabacabbabacac,ac
bacabacababacaba,b
cabcabcacb,ac
cbaccabacabacb,c
cabcabcabb,c
cabacababacabaca,c
cbaccabbbba,c
ccabacabacb,abc
bacabacabacababacab,b
abbbbacabacab,a
cbacbacacbabac,c
acbaccbbab,ac
acbacbaccbaca,a
abcabacabacacaba,a
acabacabacabacabacabac,ac
abcabcabacabb,ab
bcabcabcabcabcabcabcab,b
bbacabacabacabaca,abc
bcabacbabacbb,bc
acbacbacabbab,ac
bacabacbac,b
cabacacabacabacabac,c
abacababacabaca,ab
cabacabacabacacabacabb,c
cabcabcabcabab,ac
ccbaba,abc
bcabcabcabcabcabacab,bc
acbaccbacabacaba,ac
bcababacabacac,bc
bbbacac,b
abcabacacabacabac,a
cabcabacbbbb,ac
cacabacabacb,ac
cbaccabbba,c
abcabcabcabcabc,a
acbacbacbacbaccaba,a
bacbacabacabacabacaba,ab
baccabbac,b
bcabbaccba,bc
bacbbabacab,b
acbacbaccbba,a
acbacabacabbb,a
bcabacabacabacabacabacb,bc
cabacbabacabaca,c
bcabbacabacabacaba,b
acbaccabacabaca,ac
bcacbb,b
acbacbacbbabaca,ac
cabacacabab,c
bcacababacabacaba,b
ccabcabb,ac
abcabcabcabcabbac,a
cbacbacabacabacb,c
bcabacabacbacab,bc
