Word (in Normal Form), Descents
acbaccabacabab,ac
bbacbaca,ab
bcabacabacbaca,bc
cbacbacabacacab,c
cbaccaca,bc
acbacabacacabacbba,a
bcabcabacababa,b
bacbaccbba,b
abcababacbb,a
bcabacabacabacbb,bc
cabacbbaba,c
bcabacabacacab,bc
acbacbacbacaca,a
cabcabcabcababaca,ac
abacabacacabacab,ab
bacbaccacba,ab
acbacbacacabacabac,ac
bacbacbacbacabacbb,ab
cacbabac,ac
cacabacabacb,ac
ccbcabacabacb,bc
bbacabacababac,abc
bcbabacbba,bc
cabcabbabaca,ac
accabacababac,a
bbbb,b
cbacbacbacbacc,c
acbacbacbacababa,a
bacacabacacb,b
acacbacabac,ac
bacbacbacbacacb,ab
acabacabacabacabacabaca,ac
cabbacabacac,ac
bacbacbabaca,ab
cabcabcabcabcabcabcabcab,c
abbacabacababaca,a
cbacbabacabaca,bc
cbaccbab,c
bacbaccabacabacb,b
cabcabbacac,c
abcabcbacba,ab
bacbacbacabacabacabac,b
bcabacababacb,bc
bcabcabacabacbb,b
abcabacabacabacac,a
acabacabacabacababaca,ac
cabacabacabacacab,c
acbaccbacaba,ac
acabbabacabacabacabacab,ac
abcabcabcabcabac,ab
acbabacbb,ac
acbacabacabacabacaba,a
cbacababacabac,bc
acbacbaccabaca,a
bacababacabacaba,b
bacbacabbba,ab
abcabcacabacaba,a
cabcababacabaca,ac
cababacacbacab,c
bcabcabcabbba,bc
bacbaccabacaba,b
abbaccb,ab
bcabbbaba,bc
bcabacabacabacacb,bc
acabbabaca,ac
bacabacababacab,b
cbacacbaca,bc
ababacabab,ab
bacabacabacabbab,b
cbaccabbabac,c
bcabacabacabacaca,bc
abcacabb,ab
babacacbac,ab
abcabcabacbbb,ab
bcabcababacabacabaca,b
acbacabacabacacba,a
bcabacabacababacab,bc
abbacabacabaca,a
baccababacba,ab
cabcabacabacabacabacab,ac
cbacbacbacabacaba,bc
bcabcbbab,b
cababacabb,c
bbcaba,bc
cbbbacb,c
babacabacac,ab
accbacabba,a
cabacbbb,c
abacabacabacabacabaca,ab
cabcabbacabacb,c
cabacabacabacacba,c
abcabcabacababacacabaca,ab
bcabcabacabacaca,b
bcabacabacabacabacb,bc
bacbacabacabacaca,ab
bcabacbabacb,bc
acabacacbaba,ac
abacabacababacac,ab
cabacabacacba,c
bcabcabbacaca,bc
bbabacabac,ab
bcabcabcabcabbaca,bc
cabbacc,c
acababacabacabaca,ac
abcabacabacabacabacabac,a
cacabacacabaca,ac
bacbaccabcba,ab
cabcacababaca,c
bacabacbaca,b
bcabcabcabcabbacab,bc
abacabacbabacabac,ab
cabcabacaca,ac
acbacbacbacbacabacabac,ac
ccbcaba,bc
cabcabcabacabab,c
bcabacbbaba,bc
bcbabacabacaba,bc
bcabcabcbacabac,bc
accabacacb,a
bacabacacabacba,b
cbacabacbac,bc
acabacabacabacabacbba,ac
cabbacca,c
abacbabacacabaca,ab
acabacabacabacabacabacbb,ac
baccacba,b
bcabcabbaccab,b
cbacbacbacababacab,bc
bbabacababacabacab,ab
cabacbbbbabac,c
bacbacbab,ab
acacaca,ac
bacacababac,b
bacbbbacaba,ab
bacbacabacacabaca,ab
cabcabbacabacaba,c
cabcacabacab,c
acabacababacac,ac
bbacbabacabacaba,abc
abcabcabbabacab,ab
abcabacbaca,a
cabcabacabacaca,ac
bacababacbba,b
bacbacabacabacabab,ab
abcabacabacacba,a
bcabcabacbac,b
cbacbaccabacabaca,bc
acabacabacabacabb,ac
bacbacabacabacbb,ab
acbbbacab,a
abcabacabacbaca,a
bbbacabacb,b
baccabacbb,ab
bacabacabbba,b
bcabacabacbacab,bc
acababacababac,ac
abacabbabacba,ab
bcabcabcbacbba,bc
cbacbacabacabacacab,c
cbacbacacbba,c
bcabcababacaba,b
cbacacabacabacbb,bc
cbacacababac,bc
abcbabacabacbabacaba,a
bacbacacabab,ab
cabbacbaca,c
cabcabcabacbac,c
acbacabacabacaca,a
cabcabbacacba,c
cabacacabacabacaba,c
bcabcabcabacababac,bc
ccbcaca,bc
abcabcabbaccab,a
cabcabbaccaba,ac
bacacabab,b
bacbacabbaba,ab
acbbbacabacabacabacabac,a
acabacacbba,ac
cababacabab,c
abcababacacba,a
abacabacabacabb,ab
bcabcabcabcabacb,b
bcabacbabaca,bc
acacabacbb,ac
accabacababaca,a
cabcca,c
abcabcababacabacab,ab
acbacbacbacbacbba,ac
acabacbabacab,ac
bacabacabacabacabacbba,b
ccacabac,ac
cbacabacacabaca,bc
cbaccacabacaba,bc
abcbbab,a
abcababacacab,a
abcabbacabacabacab,ab
abcabacabacababacabac,a
abbacababacabacaba,a
cbaccabacbba,c
acacabacababacaba,ac
bcabcabcabacbab,bc
acbacbacbacbaccb,a
abcabbabac,a
cabcabacabacbb,ac
acbacacbbaba,a
bcabcabacabacabab,b
ababacabacabacaba,ab
abcabacabacabacabacab,a
cabacabacabacabacabacabacaba,c
bacabacabacabacabacabacbba,b
acbacbacabacaca,ac
abbacabacbba,a
babacabacaca,ab
cbacbbbba,bc
cbacabbba,bc
accbacb,a
cbacbacbbbacaba,bc
cbacbacabacabb,c
acbacbacabacabacabacbba,ac
abcabacababacabac,a
cabbabacabacabacabaca,c
acbacbacbbbba,ac
cbacabacacabacabaca,bc
abacabbabacaba,ab
acbacbacacabacab,ac
abcabcabcabcabcabacaba,a
abcabcabacabacbba,ab
acbacbacbbabaca,ac
abacabacabacaca,ab
baccabacabacba,ab
bacbacabacabab,ab
cbbabacaca,c
cabcabacabacababaca,ac
cabcacabacaba,c
ccabb,ac
cabbbbb,c
ccabcaca,abc
abcabacababacacb,a
bcabcabcabcabbac,b
bbcabab,bc
abcabcabacabacabacb,ab
cabacabacabbb,c
cbacacabacabacabacb,bc
acbacbacabba,ac
cbacbacbacbb,c
cbbbb,c
bcabbaccba,bc
cbacbabacacab,bc
accacabacba,ac
cbacbacabacbb,c
abcabcabcabcabacabacaba,ab
abcabcbbba,ab
bcababacababa,bc
acabacacabacaba,ac
cbbabacab,c
bacbacabbabacab,ab
bcabcabacabacabacac,b
bcbabacacaba,bc
cabcabcbb,c
bacabacabacabacabacaca,b
bacbacbacbacac,ab
acacababacaba,ac
bcabbacca,b
cbacababacac,bc
abcabacbbba,a
abbacbbabaca,a
cbbbabacab,c
bcababacabacabac,bc
bacabacbbab,b
bacbacabacacabacabac,ab
cbacacbacabac,bc
acbacacabacabacab,a
acabacbbbab,ac
acbacbacabab,ac
acbaccabab,ac
bacabacabacabacabacacb,b
bacbacbacbacacba,ab
cabcabacabacabacabacabac,ac
abcabcabcabaca,a
bacbacabacabacac,ab
abcabccb,a
abcabbacacb,ab
ccbacba,bc
bacbacbacbacabacabaca,ab
ababacababacab,ab
abcabcabcababac,a
cabcabacbca,ac
abcabcabcabacba,a
cbacabacbaca,bc
cbaccacabaca,bc
bacbacabacbaba,ab
bcbacbac,bc
cabcbbb,ac
cbacabacabacbba,bc
accabacabacabacabac,a
bacbacacabbba,ab
ababacabacabaca,ab
abbacacabac,a
bcabcabcabbacab,b
acacabacacababacba,ac
cabacabacabacababaca,c
cabacabacbaca,c
bacacabacabacabb,b
cbaccababacaca,c
acbacbacbacbacab,ac
bcabcabacabacabacabacabacaba,b
abacabacabacacba,ab
bbbacabaca,b
bcabcabacabacabacabac,b
abcabacababacabacaba,a
bcabbabacabacabaca,bc
cbacbacbacba,c
abcbabacabacab,a
cabcacbb,c
cbabacabacb,c
accabacabacabacaca,a
ababacaca,ab
cbacacabacacab,bc
bcabacabacbab,bc
abacabacabacbaba,ab
abcabcabcabb,a
cabacacbabaca,c
acbacabacabacabacabacab,a
cbacacabacabacabaca,bc
bacbacabacabba,ab
bcabcabacabbb,b
cabcbacbba,ac
bacacabacabacabaca,b
acababacaca,ac
cabacabacabacabacbabacabac,c
bacbaccbaca,b
bcbacabacaba,bc
cabcabbacabacababacbb,c
abacbabacacabac,ab
acbacacbacab,a
cabcabcabbaccaba,c
cbacacabacabacab,bc
bcabcbbba,b
cabcbacabaca,ac
bacbbabacab,b
abcabcabcabcabb,a
cbacbacbabacaba,c
abacbaca,ab
acabacacabacabacba,ac
acbacababacabacabacabacab,a
cabcabacacaba,ac
bcabcabcabcacb,bc
abacacabacabacabac,ab
cbaccacab,bc
bcabcabbacab,bc
bcabacabacabb,bc
abcabcabcbac,a
cabcabacabacabacabb,ac
cabcabbacb,c
cbacbaccbaca,bc
baccabacacb,ab
cabbacabacabacabacabacabacb,ac
bacbacabacacabab,ab
cabcabcacabacab,ac
bbacabacaca,abc
bacbacbacbacbacabacac,b
acacbabacabacab,ac
bacbabacba,b
baccabbacaba,b
bcabbbb,b
abcabcbba,ab
acbabacabaca,ac
acbacacbacb,a
acbacabacacabacaba,a
cbacacabacabb,bc
cbacbacabacabacabacabacabacaba,c
acbacbacbacba,a
cabbacabacabacab,ac
cabacbabaca,c
acbacbacbacbacbaccb,ac
abcabcabcabcabbaca,a
acbacacabacabacb,a
acbbbacabb,a
cabcabcbacabacabaca,c
bcabcabbacabaca,bc
abbbaba,ab
bacabacabacbbb,b
cbacbacbbbac,c
abcbabacba,a
cacababacaba,ac
accacbba,ac
cabcabacbabacac,ac
acbacbacabacbb,ac
abcabcabcabbaca,ab
bcabcabbacbb,b
ccabacababacba,abc
acbacbacbacabacabaca,a
abbacabacba,a
acacbacab,ac
abcabcabcabcabcabacab,a
baccabacacaba,ab
bcabacababacac,bc
acbbbb,a
abacbacabac,ab
cabcacabaca,c
cabbacababac,ac
bacabacabacabacabacac,b
bcabacbaba,bc
cbacbacbacbacabacabac,c
bbacacabacabaca,abc
bcabcabbabacba,b
cabcabcabcabcabbaca,ac
acbacababacabacb,a
acabbbb,ac
acabacababacabacab,ac
cbaccbacabac,c
cabcabacabacbba,ac
cacabba,ac
acabacabacababacb,ac
cbacbacabacabacac,c
acbaccababa,ac
ccbcabacabacabaca,bc
cabccabac,c
acbabacabba,ac
accababacabacabacab,a
bcabacacabacaba,bc
abcabcabcabcabcabcaba,ab
acbacbacbacb,a
abacababacba,ab
bacbacabacababaca,ab
ccababaca,abc
abcabcabcacba,ab
acbacbacabacabacac,ac
acabacacbab,ac
cbacabacacabab,bc
bacbbbaca,ab
bcabcacba,bc
bacbacbacbacbacbacacb,ab
baccacabacabac,b
bacbaccabacab,b
acabacababacabb,ac
bcabacbabacab,bc
cabbabacabacabaca,c
bbabacac,ab
bbabacabacaba,ab
acbacbaccacabacab,ac
bcabacababacabacaba,bc
bcabcabcbabac,bc
bcababacabacabacaba,bc
accabacacabba,a
bcabcabcbacab,bc
bacbacbacbacacbac,ab
abacbabacabacaba,ab
abcabacabacababa,a
bcacabacb,b
bacacabacabacacabac,b
abacabacababacab,ab
cabacababacabacabacaba,c
cbacabacabacababac,bc
cbacabacababacab,bc
acabacabacabacac,ac
cbacbacabacacabaca,c
bcabacacabacb,bc
bacbbabacb,b
acbacabbabaca,a
bacbacacabacabacab,ab
bacabacabbab,b
bacbaccababa,b
acabacabbaba,ac
bcacababac,b
acabacababacbba,ac
cabacababacabacb,c
cbacbacabacabab,c
abacbabacabacba,ab
cbacababacabaca,bc
abcabcabcabba,a
cbaccabab,c
bacabacabacacab,b
acbacababacaba,a
acbacbacacbacabacb,ac
abacababacacba,ab
cbacabacacabacb,bc
bcabcabcabcabcabac,bc
ccbcabac,bc
acbacabbba,a
cabacabacabacbb,c
cabacabbabacb,c
bcabacababacacb,bc
bcabcababacabacabacabac,b
cbacbacbab,c
bcabcabacabacacba,b
bacbacacabba,ab
acbacbabacab,a
abacabacababacaba,ab
cabcabbacababa,c
abacabacababacabab,ab
bcbacabab,bc
bcabcabbacabacba,bc
acabacabacacbba,ac
abcabcabacabacabacababa,ab
acbaccabacabacab,ac
bcabcabacababaca,b
accabacabacabab,a
acabacabacabacacab,ac
cabcabcbacab,c
acbaccaca,a
bacbbabacaba,b
ccbbaba,abc
abcabcabcabcabcabc,a
abacabacacabacabacacab,ab
acbacbacabacabacabac,ac
acbacabacabacacab,a
abbacabba,a
bacbacbbabaca,ab
bcabacacabacabac,bc
cabcabacabacacb,ac
cabbacacaba,ac
bcbabacba,bc
bcabacabacabacabacac,bc
bcabacbabacaba,bc
bacacabacacab,b
cabacacbb,c
bacbacabacabacabacacb,ab
cbacbacbacbacac,c
accabacabacabacabacb,a
cababacabacba,c
cbacbacbaba,c
bacbbbba,b
cabacababacbba,c
cbacbacacabba,c
bbacbac,ab
bcabcabacaca,b
cabacabacacabaca,c
bcababacbba,bc
bacbacbbbb,b
ccbab,abc
ababacbbab,ab
acbaccbacbb,ac
acbacabbbab,a
abcababacabacb,a
cababacacaba,c
cabcabacbbb,ac
abbc,a
abcabbacabb,ab
cbbbacabacabac,bc
abacabacabacababac,ab
cabcabacabacabacabacb,ac
acbabacba,ac
cbaccabacacabac,c
bcabacabacabacabacabacabacba,bc
cababacababa,c
bacbacbacbacabacabac,ab
bcabcabacacab,b
cabcababacabbabacaba,ac
bacababacababac,b
cbaccbacb,c
abcacabacabacabacacaba,ab
cbacbacabacabba,c
bcabcabbacba,b
acababacbb,ac
cabbacbac,c
bacbbbab,b
ccbcba,bc
cbacbbbac,c
cbabacabacabac,c
accabacacabacab,a
cabcabacababacaba,ac
bacbaccabbb,b
bcabacacabacabacab,bc
bcabacbabacbb,bc
bacbacbacabacaba,b
abacacbba,ab
cbacbbabacab,bc
bacbaccabacabacac,b
cbacbacbacaca,bc
acbbabacb,ac
cbacabbab,bc
cbacbacacabacabac,c
cacabacacab,ac
abacacabacb,ab
accbacbb,a
acababacabacab,ac
bcacabacabaca,b
accabacabacabacabacaba,a
abcbbabac,a
bacbaccabacabaca,b
abcabacacabacabac,a
cabbacbbb,c
bacabacbacab,b
babacabacb,ab
cabacabacababacb,c
bcabcabcabcabcabcabac,b
bbacbbaba,abc
cbabacaca,c
ababca,ab
cbacbacbacabacabacabaca,bc
cccbba,c
abcacbb,ab
ccabacaca,abc
bcabbacac,b
babacabacabacab,ab
bbabacabacab,ab
bacbacacabb,ab
bcacabacabacba,b
acbabacabacaba,ac
acbacbacabacacabac,ac
ccabacacb,abc
ccbbabac,abc
cabbacacb,ac
bbacabacabacabacb,abc
cbacabacabacabacbb,bc
abacacabacabac,ab
bacbabacac,b
bcabbacabacabacabacabacbba,b
accabacabacabacabacab,a
abacabacbac,ab
abcabcabcabacabac,a
abbbb,a
acacabacac,ac
bcabacabacabacabba,bc
bacbacacabacabaca,ab
bacacabacabacabacab,b
acbaccbacab,ac
acacabacacabacb,ac
ccacabacabacabacabac,ac
cbacabacacababacab,bc
acbacabacabab,a
abacabacabacabacabacb,ab
bacbcab,ab
ababacacb,ab
abbacabacaca,a
bacbacabacacabacab,ab
bcabacbabacba,bc
acacbaca,ac
abcabcbacbacab,ab
acbcabacab,a
acbacabacabbba,a
ababacabacabacb,ab
abacabacbacabacabacabacaba,ab
bacacabacabacaba,b
abbacbaba,a
bacacabacabacabacabacaba,b
cabcabacacba,ac
abacbacabbb,ab
abbacabacabacaba,a
bacbbbacab,ab
acbaccbac,ac
bacbacbacbacacabacacaba,ab
cbacbacababac,c
abacabacabacabab,ab
ccabacac,abc
abacabacabacabacabacabacabac,ab
accabacacabacac,a
cbacbacbbaba,c
acabacababacabacaba,ac
acabacabacbabaca,ac
bcabcabbacabacaba,bc
abacbbbb,ab
acbacababacabacaba,a
acbbbacb,a
acbbabacaba,ac
cabcabcabbacabac,ac
cacabacabba,ac
acabacbacab,ac
cabcabacbbaba,ac
bacabacabacabacabacabac,b
cbacacbacabacab,bc
bacbacbacbacabacacaba,ab
cabcbacabacabac,ac
bacbacbaccacab,b
cbacbacbacabacbba,bc
cbacbaccabacab,bc
cbbbacac,bc
acbacbacbacbacacb,ac
cbacacabacabacabacab,bc
cbacbacbacbacab,c
acabacabacabacacabacabaca,ac
bacabacabacbbba,b
acabacabacabacabacacab,ac
bcabcabcabcabcabacac,bc
bbacbab,abc
acacabacabacabacabacabacabacab,ac
ccabcaba,ac
cbacbacababacabacabacaba,c
bcabcabcabcabcabcabacab,b
cbacbacabacacabacab,c
acabacabacababacbab,ac
cbacabacacabacababac,bc
baccbacabac,ab
accabacabacabacb,a
bacbaccacab,ab
bcabcbabacab,b
acacabbb,ac
cbacbacbacabacaca,bc
bcabcabcabcabcabacabacaba,bc
cabacabacbac,c
baccabacababac,ab
bacabacabacbac,b
baccababacabacacab,ab
acabcabacabaca,ac
bcabacabacbacb,bc
baccabacbba,ab
bcacac,b
cbacbaccac,c
bacabacababacabab,b
acbaccabca,a
cabacabacabacabacabacabac,c
cabbaccb,c
baccabbabac,ab
abbaccab,a
cabcabcbac,c
abcacabacaba,ab
cabacabbbaba,c
abacabbabacbb,ab
bacbacbaccabac,ab
bcabcababacabaca,b
ccabacacbba,abc
abcabacbacb,a
bacabacabacacabacab,b
abcabcbacabaca,ab
abcabacababacabacb,a
acbaccabba,a
acbbabacabacab,ac
abcbbabacaba,a
abcabcabacababac,ab
abcabcabcabcabab,ab
acbacabacabacabab,a
acbacbaccabac,a
acbacbacbacabacabacabac,a
acabacabacabacabacabacb,ac
cabacabacabacacb,c
ababacabacababac,ab
accabbac,a
bacbacbacbacabb,ab
abcabacabacabab,a
acbaccacab,a
cbacabc,bc
abcabcabcabbac,a
acababacababa,ac
acabacbbabacb,ac
acbacbacababa,ac
abacbabacb,ab
acbc,a
bcabcbacabacb,b
abcabcabacabacabacabacab,ab
abcabcabbacb,a
bcabcabacabbabaca,b
abacababacabacababaca,ab
bacabacababacababaca,b
cababacbbba,c
bcabacacabacab,bc
bcabbacaca,b
abacabacbacabacabacba,ab
abcabcabacabacabacabaca,ab
abacababacabacab,ab
abcabacabacacab,a
cabbacabbba,ac
abcabcbacabac,ab
cbaccbaba,c
ccacabacabac,ac
bcabcabcacab,b
abcabcbaca,ab
cabbacbabac,ac
abacbbabacabacab,ab
cabacabacabacaca,c
cabcbacba,ac
bacbacbacbacbacb,b
cbacbacabacbab,c
abacabacabacababaca,ab
cbaccabacabacabaca,c
bacababacacababa,b
bacbacbacbacabacabacabaca,ab
cbacabacabacacbac,bc
acbacbaccabacacab,a
bcabcabcabcabcabcabacb,b
baccabacabacabacababa,ab
abbacbacabacb,ab
cbacacababa,bc
bacbbabacabacabab,b
bcababacabacba,bc
cabbabacacab,c
abcabcabacabab,ab
cabacabbabac,c
acacabacbaba,ac
bcabcabbabacab,b
cabacbabacacb,c
bcabacabbabacab,bc
acbacbabacabacb,a
cabcabcabacababacaba,c
cabcabcabacababa,c
bacabacbabacab,b
bacbacbacbacabacaba,ab
cbacabacabbba,bc
ccabacabacabba,abc
cabcabacbabaca,ac
cbacbacabacababacab,c
cbacbacbacbacabacabaca,c
abcbabacaba,a
abacacabacabacaba,ab
cabacabacacabac,c
cbacbabacb,bc
acbacabacabacabacabac,a
cabbacacabbba,ac
abcabcbaba,ab
abbacabacabacbb,a
cbacbacbacabacabacab,bc
abcabcabacbab,ab
bcabbacababa,b
acabacabacacabacb,ac
cbacbacbacabacb,bc
abbacbacabac,ab
cabbbab,c
bbacbacaba,ab
bcabacababacba,bc
cbaccabbacba,c
bcabcabcabb,b
bacbacbacbacabacb,ab
acbaccacba,a
bacabacababacbba,b
bbacbacb,ab
abacbbbba,ab
abcabcacabac,a
bbacabacbba,abc
cababacabacabacababa,c
abcabcabacabacabacabacaba,ab
cabbacababa,ac
acbacabacacbba,a
bacbacbacbacabba,ab
bacabacacbb,b
acacabacabacabacba,ac
bacbaccaca,ab
cbacbacabacabacacababacac,c
abcabbbba,a
bcabcabacabacabacabacb,b
cabacabacabc,c
abcabcababacbba,ab
acabacbabacabacb,ac
acbacbacbacbacbacabac,a
ccababacab,abc
cabacabbab,c
cbaccabbac,c
bcabacabacabacababaca,bc
cacabb,ac
cbacacababacaba,bc
cbacbacacabacabacaba,c
acababacac,ac
abcababacacaba,a
acabacabacbbb,ac
bbacabacabacabacabaca,abc
abcabcbacaba,ab
abacbacbb,ab
cabcabcababacba,c
acbbbba,ac
acbacabacabacabacacab,a
baccabacacba,ab
abcabcabcbacab,a
abcababacabb,a
cabacbacaba,c
cabcabcabcabcabacaba,c
accabacacba,a
accbabacabacb,a
bcabbacbbabaca,b
ccabacacabac,abc
acbaccabacabacaba,ac
acbaccabacabacacaba,ac
cbacbacbacbacbba,c
cbacacbabacaba,bc
bacababacabacabacb,b
ccabbaca,ac
cabacababacbab,c
bacabacbabaca,b
cabcabacabacabacabab,ac
abcabcabcabacabacbaba,a
accabacabacabacabaca,a
bcabcabacabacabacabacab,b
bacbacbacabacacba,b
abbacacbb,a
cbcaba,bc
abacababacabacba,ab
bcabbacabacabacb,b
cabcabcabacabba,c
bacacababacabaca,b
cbacabacacbacaba,bc
bcabacabacabacabacabacabacab,bc
abcabacacabacaba,a
acbacbacacabaca,ac
acabacacabacacab,ac
cbacbacabacacbacba,c
cabacbacabb,c
acbacabbabacab,a
cabacbbab,c
bcabcabcabacabacba,bc
accabacacabacabacab,a
abcabbaccaba,a
acabacacbabacb,ac
abbacabacabacabacabacab,a
bcabcabacbbb,b
abcabcabbacba,a
bcabcacacaba,bc
bcabcababacabacbabaca,b
cabacabacababacabac,c
abbacabacabacabacabaca,a
cabcabacabacabbb,ac
baccabacabacabacabaca,ab
acbacbbb,a
acbacacabacabacaba,a
acacabacbba,ac
baccababacab,ab
cbacbacabacabacabacaba,c
cbacabacabacabbba,bc
accbacabacba,a
bbacababacacaba,abc
abcabcabacbb,ab
abacabacbaca,ab
baccabacacab,ab
bcbabacababac,bc
bcabcabcabacabacabacaba,bc
accbabacbb,a
acacbabacb,ac
abcbbabacba,a
abcabcabacbaca,ab
abacacababa,ab
bcabbabacabacab,bc
bacacababa,b
abcabacbacab,a
ccbabaca,abc
acabacacabacbb,ac
cbacacbacb,bc
acabacbbba,ac
cbacabacacbaca,bc
acababacabacb,ac
cbacabacacbacba,bc
acabacabacababacab,ac
bcabcabcabcabacabacab,b
bcabcababacb,b
bcbbbb,bc
cacababac,ac
cbacacacb,bc
bcacabacababaca,b
acabacacabacaca,ac
bacbaccabb,b
babacabbba,ab
cbcb,bc
bcbacabacb,bc
abcacabacac,ab
abcabbacabacabacac,ab
bcabacbabacacaba,bc
cbacabbabacabacaba,bc
abcabcabbbab,ab
ccabcb,ac
accabacabacacb,a
cbacacababacabac,bc
abcabacabacacaba,a
abcacbbbb,ab
bcabcabbabacacb,b
abcabacabacabacabbba,a
acabacacabacabaca,ac
acbacbacabacacb,ac
accabacabacbba,a
bcabcabacabacabacb,b
bacbacbacabacacabaca,b
baccabacabacabacaba,ab
abcabcabcabacabacabacaba,a
acbacbacbacabacbb,a
abacacababaca,ab
abcbbabacabbabacab,a
acbacacabacac,a
ccabbac,ac
cabcabacabacabacbabacab,ac
abcabacbabacacaba,a
abbacabacbabacabacb,a
abbacacabacba,a
cacabacabacabaca,ac
ccacabacb,ac
acbacabacabacababa,a
bacbaccbb,b
abbacababacab,a
acacabacabacabacabacabacabacabac,ac
bcacabacacb,b
abcabbacabacbb,ab
babacacb,ab
baccbacabaca,ab
acacabacabacabacabacab,ac
baccabcb,b
cababacacabac,c
acabacabacbaca,ac
cabcabcabacabacabb,c
bacbabacabac,b
bcabbaccab,b
ababacabacababacab,ab
cbacbacacabacba,c
cbacbacbacca,c
abcabacabacacabaca,a
bacabacababacba,b
bcababacacb,bc
bacacabacacaba,b
bacabacbbaba,b
bacbacbacabacb,b
bcabbacabba,b
bacabacacabacabaca,b
acbacbacbacbacac,ac
bcabacabbbba,bc
ccbcabb,bc
cbacababacabba,bc
bcabcabacbab,b
abcabcabcabacabbba,a
baccabbacb,b
cabcabacabacabacaca,ac
acabacabacabacabacabacabba,ac
bacbaccacb,ab
bcabacbabacabaca,bc
bacbacabacbabacba,ab
acababacabacacb,ac
acbaccababac,ac
acbacbacbacacabacabaca,a
cacabbb,ac
cabcabcabcacabaca,c
bacabacacabacabacba,b
acbaccbacb,ac
bcabcabacbbaba,b
acababacbba,ac
bcabcabacbaca,b
acbcabac,a
ccbcb,bc
cabcabcabacabacabacab,c
baccbaba,ab
acbacbacbacacb,a
cabacabacabacac,c
bbacababacab,abc
acabacbacababaca,ac
bacbacbacbacbb,b
acbaccbacabacab,ac
acbacabacabacabacbb,a
bacabacabacabacaca,b
abcabacabacabacabacaba,a
bbacabacabacba,abc
acbacbacbacabacacb,a
cccaca,ac
bcabacabacabacabacabac,bc
abbaccbabac,ab
acbaccabacabacabacaba,ac
cabcabbaba,ac
bcacabacba,b
cbabacabacaba,c
bcababacacbaba,bc
cabcabcabacabacabacaba,c
ababacababaca,ab
bcabcbacabac,b
cbacbaccaca,c
abacabacabbab,ab
bcabcabcabcabcabcababaca,b
abacacabacabacab,ab
cabacbbbab,c
abcabacbabaca,a
acacabacacab,ac
abcabacbbab,a
bacbabacabaca,b
bacbaccabacabacab,b
cbacbbabacb,bc
bcabcabacabacabacabacababaca,b
cbbbacabac,bc
abacbabacabac,ab
abacabacabacacab,ab
cbacbacbacabacba,bc
bacbabacabacabacacb,b
cbacbabacbabacb,bc
cbacabacbab,bc
bcabacabacbac,bc
cbbabacabaca,c
bacbacbacacabacab,b
baccabcabacabaca,b
cabcabcabbb,c
cabcabacabacabacac,ac
abcbacabacba,a
bacbacababacabba,ab
bbabacabacabac,ab
abcacabab,ab
accabacabacbabacab,a
cabbabacab,c
cacbabacab,ac
cbacbbbaca,c
cbacbacbacbacca,c
abcabcabcabcabcb,a
abcabcabbacabacaba,a
bacabacacabacacba,b
cbacabacabacabacacba,bc
bacabacbabacb,b
abacababacacaba,ab
acabacabacabacabab,ac
acbacbaccabacac,a
bcbacabacabacab,bc
cabcabbacababac,c
bcabcabcacba,b
acbacabacababacaba,a
cabcabbab,ac
cabcabcabcabcabcabacabacaba,ac
abacababacabacababac,ab
acbacbacbacabacba,a
cabcabbabacabacab,ac
acabacabacabacbaca,ac
abacabacbabac,ab
acabacacbacaba,ac
babacabb,ab
abcabacabacababac,a
cabcabacabacabacbba,ac
cbacbacbacabacacab,bc
bacabacbbba,b
cacbacabaca,ac
acbabacababa,ac
cabcababacabacabacabab,ac
abbacababacba,a
cacababacab,ac
cabbabacabacabacba,c
cbacabacabacacabacabab,bc
acbacbacbacbacabacac,ac
bcabcabacababacabacaba,b
bcabcabcabcabacabacb,b
bcabcabcabbb,b
abcabbabacabaca,a
acababacabacabac,ac
acbacabacabacacabacabaca,a
abcbabacabacaba,a
bacbacacbac,ab
abacacbbabac,ab
abacacabacacab,ab
acbacbacbacbacbb,a
acbacacabbba,a
cbacbacbacbacbacbacbaca,bc
abacabacabacbbb,ab
baccababac,ab
baccbbba,ab
acabacabacacabaca,ac
acacbacabaca,ac
bacabacacababac,b
cabcabacabbaba,ac
bbcabacbba,bc
acacababacb,ac
abacbacabacab,ab
cabcacabab,c
cabcabacbaba,ac
bcacbacaba,b
bcabcabcac,b
bacbaccac,ab
cabcabcabcabbbbb,c
acababacabacacabacabac,ac
bcacabacabacaba,b
bacabacabacacbb,b
cabacabacbbba,c
bacababacabacabac,b
abacababacacab,ab
acabbabacabacba,ac
cabcbacabacabacab,ac
cbacbacabacabacabacacaba,c
bcabcabcabacabacabaca,bc
bacbcabac,ab
bcabcbacba,b
bacbacababacba,ab
acbaccabacbb,ac
abacabacabacabacabbba,ab
bacacbabacabac,b
abacababacacabaca,ab
cbbbab,c
abbabacabacba,ab
bcababba,bc
abacabacabbabaca,ab
abacababacabacabacab,ab
cabcabcabacac,c
bacacabacabacabacabac,b
bacabbabacba,b
cabcabcabcababacabacacab,ac
ccbbabacab,abc
accbaca,a
abacabacabacbab,ab
bacabacabacabacabbab,b
acbbacabac,ac
acbaccabacacab,ac
cbacbacbacabbab,bc
babacacab,ab
baccabca,b
acabacbbb,ac
